Landroid/content/ComponentName;,getClassName,()Ljava/lang/String;,3
Landroid/os/PowerManager$WakeLock;,setReferenceCounted,(Z)V,3
Landroid/app/job/JobInfo$Builder;,setOverrideDeadline,(J)Landroid/app/job/JobInfo$Builder;,3
Landroid/app/job/JobInfo$Builder;,<init>,(I Landroid/content/ComponentName;)V,3
Landroid/database/sqlite/SQLiteOpenHelper;,<init>,(Landroid/content/Context; Ljava/lang/String; Landroid/database/sqlite/SQLiteDatabase$CursorFactory; I)V,3
Landroid/content/ContentResolver;,query,(Landroid/net/Uri; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String;)Landroid/database/Cursor;,3
Landroid/database/Cursor;,moveToFirst,()Z,3
Landroid/provider/Settings;,canDrawOverlays,(Landroid/content/Context;)Z,3
Landroid/telephony/TelephonyManager;,getSimCountryIso,()Ljava/lang/String;,3
Landroid/view/View;,isAttachedToWindow,()Z,3
Landroid/graphics/drawable/Drawable;,mutate,()Landroid/graphics/drawable/Drawable;,3
Landroid/content/res/ColorStateList;,getColorForState,([I I)I,3
Landroid/graphics/drawable/ScaleDrawable;,getDrawable,()Landroid/graphics/drawable/Drawable;,3
Landroid/graphics/drawable/Drawable;,getConstantState,()Landroid/graphics/drawable/Drawable$ConstantState;,3
Landroid/graphics/drawable/DrawableContainer$DrawableContainerState;,getChildren,()[Landroid/graphics/drawable/Drawable;,3
Landroid/graphics/drawable/Drawable;,clearColorFilter,()V,3
Landroid/widget/ImageView;,setImageDrawable,(Landroid/graphics/drawable/Drawable;)V,3
Landroid/graphics/drawable/Drawable;,setTintList,(Landroid/content/res/ColorStateList;)V,3
Landroid/content/res/ColorStateList;,getDefaultColor,()I,3
Landroid/graphics/drawable/Drawable;,<init>,()V,3
Landroid/graphics/drawable/Drawable;,setTintMode,(Landroid/graphics/PorterDuff$Mode;)V,3
Landroid/graphics/drawable/Drawable;,setChangingConfigurations,(I)V,3
Landroid/graphics/drawable/Drawable$ConstantState;,newDrawable,(Landroid/content/res/Resources;)Landroid/graphics/drawable/Drawable;,3
Landroid/content/res/Resources;,getValue,(I Landroid/util/TypedValue; Z)V,3
Landroid/util/Xml;,asAttributeSet,(Lorg/xmlpull/v1/XmlPullParser;)Landroid/util/AttributeSet;,3
Landroid/content/Context;,getDrawable,(I)Landroid/graphics/drawable/Drawable;,3
Landroid/util/Log;,v,(Ljava/lang/String; Ljava/lang/String;)I,3
Landroid/content/res/Resources$Theme;,resolveAttribute,(I Landroid/util/TypedValue; Z)Z,3
Landroid/view/LayoutInflater;,from,(Landroid/content/Context;)Landroid/view/LayoutInflater;,3
Landroid/app/Activity;,getResources,()Landroid/content/res/Resources;,3
Landroid/net/ConnectivityManager;,getActiveNetworkInfo,()Landroid/net/NetworkInfo;,3
Landroid/widget/FrameLayout;,setVisibility,(I)V,3
Landroid/util/SparseArray;,size,()I,3
Landroid/util/SparseArray;,valueAt,(I)Ljava/lang/Object;,3
Landroid/content/BroadcastReceiver;,getResultCode,()I,3
Landroid/content/Intent;,getIntExtra,(Ljava/lang/String; I)I,3
Landroid/app/Application;,getApplicationContext,()Landroid/content/Context;,3
Landroid/telecom/Call$Details;,getCallDirection,()I,3
Landroid/telecom/Call$Details;,getIntentExtras,()Landroid/os/Bundle;,3
Landroid/net/Uri;,getScheme,()Ljava/lang/String;,3
Landroid/graphics/Paint;,setShadowLayer,(F F F I)V,3
Landroid/graphics/Paint;,clearShadowLayer,()V,3
Landroid/net/Uri;,withAppendedPath,(Landroid/net/Uri; Ljava/lang/String;)Landroid/net/Uri;,3
Landroid/net/Uri;,encode,(Ljava/lang/String;)Ljava/lang/String;,3
Landroid/telecom/Call;,answer,(I)V,3
Landroid/os/HandlerThread;,<init>,(Ljava/lang/String;)V,2
Landroid/content/IntentFilter;,<init>,()V,2
Landroid/os/Handler;,sendMessageDelayed,(Landroid/os/Message; J)Z,2
Landroid/content/IntentFilter;,addAction,(Ljava/lang/String;)V,2
Landroid/os/PowerManager$WakeLock;,isHeld,()Z,2
Landroid/os/PowerManager$WakeLock;,release,()V,2
Landroid/os/Handler;,removeCallbacks,(Ljava/lang/Runnable;)V,2
Landroid/telephony/PhoneStateListener;,<init>,()V,2
Landroid/telecom/Call$Details;,getGatewayInfo,()Landroid/telecom/GatewayInfo;,2
Landroid/telecom/GatewayInfo;,getOriginalAddress,()Landroid/net/Uri;,2
Landroid/media/AudioManager;,getStreamVolume,(I)I,2
Landroid/media/AudioManager;,getRingerMode,()I,2
Landroid/media/AudioManager;,setRingerMode,(I)V,2
Landroid/telecom/Call$Details;,getVideoState,()I,2
Landroid/telecom/Call$Callback;,<init>,()V,2
Landroid/telecom/TelecomManager;,getDefaultDialerPackage,()Ljava/lang/String;,2
Landroid/content/Intent;,putExtra,(Ljava/lang/String; Ljava/io/Serializable;)Landroid/content/Intent;,2
Landroid/content/Intent;,putExtra,(Ljava/lang/String; J)Landroid/content/Intent;,2
Landroid/os/Handler;,sendMessage,(Landroid/os/Message;)Z,2
Landroid/os/HandlerThread;,<init>,(Ljava/lang/String; I)V,2
Landroid/util/SparseIntArray;,<init>,()V,2
Landroid/os/Handler;,obtainMessage,(I)Landroid/os/Message;,2
Landroid/content/pm/PackageManager;,hasSystemFeature,(Ljava/lang/String;)Z,2
Landroid/app/Notification$BubbleMetadata$Builder;,setAutoExpandBubble,(Z)Landroid/app/Notification$BubbleMetadata$Builder;,2
Landroid/app/Notification$BubbleMetadata$Builder;,setIntent,(Landroid/app/PendingIntent;)Landroid/app/Notification$BubbleMetadata$Builder;,2
Landroid/app/Notification$BubbleMetadata$Builder;,setDesiredHeightResId,(I)Landroid/app/Notification$BubbleMetadata$Builder;,2
Landroid/app/Notification$BubbleMetadata$Builder;,build,()Landroid/app/Notification$BubbleMetadata;,2
Landroid/app/Notification$BubbleMetadata$Builder;,setIcon,(Landroid/graphics/drawable/Icon;)Landroid/app/Notification$BubbleMetadata$Builder;,2
Landroid/app/Notification$BubbleMetadata$Builder;,setSuppressNotification,(Z)Landroid/app/Notification$BubbleMetadata$Builder;,2
Landroid/app/Notification$BubbleMetadata$Builder;,setDesiredHeight,(I)Landroid/app/Notification$BubbleMetadata$Builder;,2
Landroid/app/Notification$BubbleMetadata$Builder;,setDeleteIntent,(Landroid/app/PendingIntent;)Landroid/app/Notification$BubbleMetadata$Builder;,2
Landroid/app/NotificationChannel;,<init>,(Ljava/lang/String; Ljava/lang/CharSequence; I)V,2
Landroid/app/NotificationChannel;,setShowBadge,(Z)V,2
Landroid/media/AudioAttributes$Builder;,<init>,()V,2
Landroid/media/AudioAttributes$Builder;,build,()Landroid/media/AudioAttributes;,2
Landroid/app/NotificationChannel;,setSound,(Landroid/net/Uri; Landroid/media/AudioAttributes;)V,2
Landroid/app/NotificationManager;,createNotificationChannel,(Landroid/app/NotificationChannel;)V,2
Landroid/media/AudioAttributes$Builder;,setUsage,(I)Landroid/media/AudioAttributes$Builder;,2
Landroid/app/ActivityManager;,isLowRamDevice,()Z,2
Landroid/content/Context;,getClassLoader,()Ljava/lang/ClassLoader;,2
